,a,b,c,d,e,f,g,h,i,renzhen,weibo_num,gzl,fsl
551,电商知识,:【值得一看：解密阿里巴巴和腾讯的未来大数据战略】罗胖解读，两家顶点的互联网公司的大数据战略，正在以自己的方式攀爬未来世界的顶点。IT工程师的秒拍视频,11月23日 12:48?来自微博 weibo.com,no,yes,赞[32]</a,转发[58]</a>?<a ,评论[7]</a>?<a h,http://weibo.cn/shzhijia,认证：微博互联网帐号 微博签约自媒体,微博[32920],关注[2502],粉丝[824021]
552,尚硅谷-宋红康,:Hadoop、Spark等5种大数据框架对比，你的项目该用哪种？ Hadoop、Spark等5种大数据框架对比，你的项目该用哪种？,11月23日 12:46?来自iOS,no,yes,赞[0]</a>,转发[1]</a>?<a c,评论[0]</a>?<a h,http://weibo.cn/songhk8686,认证：尚硅谷-高级讲师,微博[383],关注[166],粉丝[2201]
553,何春银微想,#网络名人微访谈# 我向 @巴松狼王 @生态梦人 @贾峰 @何春银微想 提问：怎么指定名人？请问你们谈好用什么方式来整治环保？？？,11月23日 12:46?来自360安全浏览器,no,yes,赞[14]</a,转发[35]</a>?<a ,评论[8]</a>?<a h,http://weibo.cn/hechunyin,认证：南京微博名人汇理事长、1831大数据创始人,微博[13840],关注[3824],粉丝[1104230]
554,陈民之,【马云“计划经济”将会越来越大是在说神马？】近来，马云动辄未来30年之讲话也或充满了先进性，但其“计划经济”越来越大之说法，并不应与传统“市场经济”概念相对应来理解。“因为数据的获取，国家市场这只无形的手有可能被我们发现http://t.cn/RfSJwQP,11月23日 12:41?来自微博 weibo.com,no,no,赞[0]</a>,转发[1]</a>?<a c,评论[0]</a>?<a h,http://weibo.cn/u/2503634172,凡人说一些简单话，倘若有幸可成俗世暖清流的一孔微不足道的泉...,微博[4650],关注[894],粉丝[1658]
555,桑逸_jacky,锦绣未央的高收视让我心寒。原作者抄了200部小说，还和于正联手。成为文学大师so easy？ 关于锦绣未央抄袭案，很多人觉得秦简抄袭能抄两百多本，至少说明她阅读量惊人，事实上，还真不是。网络小说的抄袭早就自成一体，产业化起来了。今天就教大家怎么用最小的成本日更万字，成为网络小说界的巨巨，说不定下一本卖出影视版权的就是你。,11月23日 12:37?来自华为P9手机摄影再突破,no,no,赞[0]</a>,转发[0]</a>?<a c,评论[0]</a>?<a h,http://weibo.cn/yolanda0305cyanus,爱生活，爱苏醒，爱二次元的男神们，大爱散人！恩白／坠丁一生...,微博[4775],关注[184],粉丝[209]
556,bleedingorange,锦绣未央的高收视让我心寒。原作者抄了200部小说，还和于正联手。成为文学大师so easy？ 关于锦绣未央抄袭案，很多人觉得秦简抄袭能抄两百多本，至少说明她阅读量惊人，事实上，还真不是。网络小说的抄袭早就自成一体，产业化起来了。今天就教大家怎么用最小的成本日更万字，成为网络小说界的巨巨，说不定下一本卖出影视版权的就是你。,11月23日 12:36?来自小米手机4c,no,no,赞[0]</a>,转发[4]</a>?<a c,评论[0]</a>?<a h,http://weibo.cn/u/1708828231,头像盗自：http://fleebites.tumblr.com/ 脑残追星族，爬墙星...,微博[20840],关注[454],粉丝[286]
557,绿卷儿,:工业大数据，已风起钱塘制造业借力大数据转型升级工业大数据魔法城堡就在这里 http://t.cn/RfouS1A,11月23日 12:36?来自九派,no,yes,赞[9]</a>,转发[2]</a>?<a c,评论[11]</a>?<a ,http://weibo.cn/721297417,认证：中润普达(集团)公司联合创始人执行副总裁,微博[5702],关注[863],粉丝[21190]
558,鹰飞雪雨,:大数据能够让计划经济回归？http://t.cn/RfoubrJ (分享自 @随手记 理财社区),11月23日 12:33?来自随手记Android版,no,no,赞[0]</a>,转发[0]</a>?<a c,评论[0]</a>?<a h,http://weibo.cn/u/2605604792,,微博[2356],关注[160],粉丝[17]
559,微软学术合作,【#大会一览#CIKM 2016】信息检索、知识管理和数据库领域中的顶级ACM会议CIKM于今年10月末在美国印第安纳波利斯举行，本次大会着重强调大数据科学的前沿与应用。让我们来跟随与会的数据挖掘与企业智能组(DMEI)实习生王鹏伟同学一起走进此次CIKM大会 大会一览 | CIKM 2016：大数据科学的前沿与应用,11月23日 12:30?来自微博 weibo.com,no,yes,赞[1]</a>,转发[0]</a>?<a c,评论[1]</a>?<a h,http://weibo.cn/msraur,认证：微软学术合作官方微博,微博[3024],关注[850],粉丝[8682]
560,本觉真如,:大数据下一个互联网未来,11月23日 12:26?来自iPhone 6s,no,yes,赞[0]</a>,转发[0]</a>?<a c,评论[0]</a>?<a h,http://weibo.cn/atlivebox,认证：广州德亿化妆品有限公司 运营总监,微博[976],关注[533],粉丝[1003]
561,农民威威,#网络名人微访谈# 我向 @何春银微想 提问：三废是放错地方的资源！走资源化道理是污染物与自然界相融合的基础。#1831#,11月23日 12:25?来自乐2,no,no,赞[1]</a>,转发[0]</a>?<a c,评论[0]</a>?<a h,http://weibo.cn/u/2351937411,以诚相待,微博[20228],关注[477],粉丝[411]
562,IT168企业级频道,:【IT168 评论】正则表达式已经存在几十年了，它甚至早于今天甚嚣尘上的大数据，UI，机器学习以及其他几乎所有的工具和技术。许多开发人员通常认为正则表达式很神秘并且难以学习，嘲笑使用正则表达式来验证电子邮件地址的人。但是，正则表达式非常强大，优雅，简单和通用。叱咤大数据的Regex真的是正则表达式？,11月23日 12:22?来自微博 weibo.com,no,yes,赞[1]</a>,转发[3]</a>?<a c,评论[0]</a>?<a h,http://weibo.cn/it168qiye,认证：IT168企业级频道( http://enterprise.it168.com/ )官方微博,微博[10693],关注[1998],粉丝[38517]
563,你的Aquawood,:为利维坦化妆的文字编辑，为利维坦开发大数据监控利剑的码农。究竟哪一个该被多吊一会路灯？,11月23日 12:19?来自微博 weibo.com,no,no,赞[0]</a>,转发[0]</a>?<a c,评论[1]</a>?<a h,http://weibo.cn/warispeace,RH / Muse / 腰 / MLA / JOJO,微博[101],关注[78],粉丝[38]
564,农民威威,#网络名人微访谈# 我向 @何春银微想 提问：三废是放错地方的资源！走资源化道理是污染物与自然界相融合的基础。#1831#,11月23日 12:19?来自乐2,no,no,赞[0]</a>,转发[0]</a>?<a c,评论[0]</a>?<a h,http://weibo.cn/u/2351937411,以诚相待,微博[20228],关注[477],粉丝[411]
565,华杉2009,:#华与华方法#【内部大数据】人们对大数据有两个误区，一是把数据狭义理解为数字，这是一种西方思维方式的“函数冲动”，总想弄个函数就把题都解了。二是成天到处买数据，自己公司内部的数据记录和积累，一塌糊涂！,11月23日 12:18?来自iPhone 6,no,yes,赞[10]</a,转发[0]</a>?<a c,评论[2]</a>?<a h,http://weibo.cn/huashan2009,认证：华与华营销咨询有限公司董事长华杉,微博[14808],关注[1375],粉丝[328024]
566,苏州平安高新区,:发表了博文《狮山街道推选创业项目再创佳绩》11月17日，苏州市“金枫创投杯”创业创新大赛开幕，经各县市、区推选及高校选拔出的12个参赛创业项目激烈角逐，狮山街道推送的“龙游全渠道SDK及大数据统计平台狮山街道推选创业项目再创佳绩,11月23日 12:16?来自新浪博客,no,yes,赞[0]</a>,转发[0]</a>?<a c,评论[0]</a>?<a h,http://weibo.cn/szhqga,认证：苏州市公安局虎丘分局（苏州高新区分局）官方微博,微博[27721],关注[600],粉丝[28003]
567,吉林子鱼,:一个多么无知的人才会说出大数据拯救计划经济这种话？,11月23日 12:13?来自华为Nexus 6P,no,no,赞[0]</a>,转发[0]</a>?<a c,评论[0]</a>?<a h,http://weibo.cn/u/2033304941,。。。,微博[94],关注[198],粉丝[46]
568,Liuzhi717,:这还真是大数据，刚下载就晓得听么斯！不服不行～,11月23日 12:13?来自荣耀畅玩4X·快科技,no,no,赞[0]</a>,转发[0]</a>?<a c,评论[0]</a>?<a h,http://weibo.cn/liuzhi0717,游走于武汉大街小巷……吃茶 打狗 砸核桃……,微博[6025],关注[299],粉丝[333]
569,蒲逸朗,:大数据……就是厉害『锦绣未央的高收视让我心寒。原作者抄了200部小说，还和于正联手。成为文学大师so easy？』锦绣未央的高收视让我心寒。原作者抄了200部小说，还和于正联手。成为文学大师so easy？,11月23日 12:10?来自iPhone 5s,no,no,赞[0]</a>,转发[0]</a>?<a c,评论[0]</a>?<a h,http://weibo.cn/u/2103222151,,微博[914],关注[283],粉丝[35]
570,苏州联通客户俱乐部,:#第十三届联通小燕选拔赛# 大家在小燕的代领介绍下参观智慧展示中心，了解苏州智慧城市建设，了解联通大数据在各个领域的应用和网络发展成果[坏笑][坏笑][坏笑]@无线苏州 @中国联通江苏客服 @中国联通 @苏州发布 @苏州市12320卫生热线 @苏州公安 @苏州联通公司 秒拍视频 .,11月23日 12:09?来自iPhone 6,no,yes,赞[0]</a>,转发[3]</a>?<a c,评论[0]</a>?<a h,http://weibo.cn/sz3g,认证：苏州联通3G俱乐部,微博[9503],关注[471],粉丝[22295]
571,愚人偶语,:致闺蜜，致我们终将闪耀的初心，《闺蜜·自由季--杭州弄潮》全国闺蜜总代相约面包基地，怀揣感恩，砥砺前行，在雪白自在的闺蜜之路上自由奔竞。舞台姐妹，闺蜜团队引领发展，互联网+、大数据，共享、创新，发展，未来，最终指向的是闺蜜小草的获得感，是小姐妹启迪之路——大平台优势。,11月23日 12:09?来自三星android智能手机,no,no,赞[0]</a>,转发[0]</a>?<a c,评论[0]</a>?<a h,http://weibo.cn/u/5670250477,喜欢自由，爱好自然。,微博[822],关注[87],粉丝[67]
572,用户3wv0ack7br,:大数据告诉你：哪些家庭的孩子，学习成绩更优秀！ （分享自 @凯迪网络） http://t.cn/RfoHz0h,11月23日 12:08?来自凯迪网络,no,no,赞[0]</a>,转发[0]</a>?<a c,评论[0]</a>?<a h,http://weibo.cn/u/3972927855,,微博[2282],关注[17],粉丝[8]
573,萌萌的AI四毛豆,:？？？叔叔自己是个学霸为啥不带我学好呢？？？我可是随机过程，大数据经济学作业都没做的人???委屈[摊手][摊手][摊手],11月23日 12:07?来自iPhone 6s Plus,no,no,赞[2]</a>,转发[0]</a>?<a c,评论[1]</a>?<a h,http://weibo.cn/326080898,此人励志做一个有趣的人,微博[3143],关注[295],粉丝[676]
574,虚拟科经,【李彦宏回应“身体不舒服时会不会上百度自我诊断”】第九届全球健康促进大会一场论坛上，李彦宏说：“我很依赖百度查各种各样的问题。身体不舒服，小事我会上网查，有必要、严重时找医生。”李彦宏在论坛上表示，搜索网站应该以正确方式排序医疗信息，并建立权威信息。李彦宏回应“身体不舒服时会不会上百度自我诊断”,11月23日 12:02?来自360安全浏览器,no,no,赞[0]</a>,转发[0]</a>?<a c,评论[0]</a>?<a h,http://weibo.cn/u/1787677017,"关注期指期货，科技财经，银行外汇，文学经济，互联网信息，,...",微博[35605],关注[2001],粉丝[2142]
575,艾瑞咨询,:【艾瑞集团总裁杨伟庆：数据赋能，让想象发生】11月23日，第十一届艾瑞峰会在上海浦东香格里拉大酒店隆重举办。此次峰会以“让想象发生”为主题，云集了大数据、网络营销、创新科技领域的大咖共话行业发展之道。艾瑞集团总裁杨伟庆发表题为《数据赋能，让想象发生》的演讲实录：艾瑞集团总裁杨伟庆：数据赋能，让想象发生,11月23日 12:01?来自孔明社交管理,no,yes,赞[3]</a>,转发[4]</a>?<a c,评论[0]</a>?<a h,http://weibo.cn/iresearch,认证：艾瑞咨询集团官方微博,微博[23215],关注[453],粉丝[233726]
576,竹间智能科技,:#Emotibot Tech# 用经典的聚类分析法，分析大数据中的海量对话，by竹间智能科技数据分析师童旭平 [赞],11月23日 11:57?来自360安全浏览器,no,yes,赞[2]</a>,转发[1]</a>?<a c,评论[0]</a>?<a h,http://weibo.cn/emotibot,认证：竹间智能科技（上海）有限公司,微博[25],关注[63],粉丝[94]
577,湖东讲坛,:#湖东讲坛预告#今晚6:45[话筒]欢迎参加第247期湖东讲坛 ！主题：大数据及其行业应用，主讲人：刘世平（国家“千人计划”专家，中科院大学金融科技中心主任、首席科学家，教授、博导，国内商业智能及数据挖掘顶尖专家），@福建发改委 五楼中型会议室,11月23日 11:55?来自华为Ascend Mate7,no,no,赞[2]</a>,转发[3]</a>?<a c,评论[6]</a>?<a h,http://weibo.cn/hudongforum,湖东讲坛是宽范围、多领域、深层次交流学习的平台，青年干部自...,微博[392],关注[104],粉丝[557]
578,玩儿日报_融资,:【融资清单】1.“AcFun弹幕视频网”获得2.5亿元B轮融资2.美发O2O服务平台“南瓜车”完成数千万元A+轮融资3.企业保险服务平台“保准牛”完成3000万元A轮融资4.电影传媒公司“李鼎传媒”完成千万元A轮融资5.美术在线教育服务平台“四个爸爸”完成数百万元天使轮融资6.大数据应用服务平台“Image Q?全文,11月23日 11:51?来自360安全浏览器,no,yes,赞[0]</a>,转发[0]</a>?<a c,评论[0]</a>?<a h,http://weibo.cn/14133158,认证：前 山东九鼎税务师事务所有限公司 审计部 高级助理,微博[1925],关注[1152],粉丝[4059]
579,北京明朝万达,:【“大数据”=“大曝光”？】暴露在互联网中的“大数据”普遍存在访问控制不足的问题：任何人通过浏览器就能访问到某些应用的web界面，获取配置信息、操作日志和存储数据等敏感信息；或者利用某些应用的客户端程序直接连接对应的服务端，通过提供的控制命令对服务端数据进行添加、删除、读取等操作。,11月23日 11:51?来自360安全浏览器,no,yes,赞[0]</a>,转发[0]</a>?<a c,评论[0]</a>?<a h,http://weibo.cn/wondersoftcn,认证：北京明朝万达科技股份有限公司,微博[5637],关注[1307],粉丝[8260]
580,达内IT培训,:如何学习Php开发？如何成为Php开发工程师： 当今，是互联网大放异彩的时代，信息技术赶上了最好的时机，云计算、大数据等颠覆性趋势正在重新改写互联网版图。Php开发在互联网不断壮大的岁月里，...文字版>> http://t.cn/RfoR9y9 （新浪长微博>> 还在为微博的140字烦恼？你out啦~快来试试新浪博客的长微博工具吧！把你想说的话，想分享的照片合成一条微博发布。）,11月23日 11:51?来自新浪博客,no,no,赞[0]</a>,转发[0]</a>?<a c,评论[0]</a>?<a h,http://weibo.cn/u/5968679132,IT培训网（www.cnitedu.cn）主做UI设计、Java培训、web前端开...,微博[330],关注[632],粉丝[769]
